House_ID,Location,House_Type,Bedrooms,Bathrooms,Area_sqft,Age_Years,Parking,Price
1001,Kathmandu,Apartment,1.0000000000000002,0.6666666666666667,0.34717376133984645,0.38888888888888884,Yes,0.14514903494584552
1002,Kathmandu,Villa,0.6000000000000001,0.0,0.03977669225401259,0.1111111111111111,Yes,0.3419629530092952
1003,Kathmandu,Villa,0.2,1.0,0.3119330076762038,0.7777777777777777,No,0.0
1004,Pokhara,Villa,0.6000000000000001,0.6666666666666667,0.3942777390090718,0.22222222222222224,Yes,0.4991132949297999
1005,Kathmandu,Apartment,0.6000000000000001,0.0,0.5101186322400558,0.611111111111111,No,0.05587188241662157
1006,Bhaktapur,Villa,0.0,1.0,0.10956036287508725,0.9444444444444444,No,0.9406932084722817
1007,Lalitpur,Villa,0.2,0.0,0.06245638520586183,0.38888888888888884,No,0.11082121304047439
1008,Pokhara,Apartment,0.6000000000000001,0.6666666666666667,0.6451500348918353,0.611111111111111,Yes,0.5498968353404795
1009,Lalitpur,Apartment,1.0000000000000002,0.6666666666666667,0.9999999999999999,0.1111111111111111,Yes,0.7978069105811955
1010,Pokhara,Apartment,0.6000000000000001,1.0,0.3827634333565946,0.9444444444444444,Yes,0.4804975128548014
1011,Kathmandu,Apartment,0.0,0.6666666666666667,0.5704815073272854,0.4444444444444444,Yes,0.30918516952367975
1012,Lalitpur,Apartment,1.0000000000000002,1.0,0.5624563852058618,0.7777777777777777,Yes,0.3906793249082044
1013,Pokhara,Apartment,1.0000000000000002,0.6666666666666667,0.8325191905094208,0.7222222222222221,No,0.5375216274475133
1014,Pokhara,Apartment,0.8,1.0,0.1270062805303559,0.05555555555555555,Yes,0.22127370727841228
1015,Pokhara,Villa,0.6000000000000001,0.0,0.5471039776692254,0.6666666666666666,No,0.7902081714485428
1016,Lalitpur,Villa,0.0,0.0,0.9713886950453593,0.9444444444444444,No,0.9593244017089626
1017,Lalitpur,Apartment,0.4000000000000001,1.0,0.22295882763433356,0.7777777777777777,Yes,0.38842469899117277
1018,Pokhara,Villa,0.0,0.6666666666666667,0.910327983251919,0.8888888888888888,Yes,0.22127059800895
1019,Lalitpur,Apartment,0.8,0.0,0.8531053733426378,0.5555555555555555,No,0.019623050195144973
1020,Kathmandu,House,0.4000000000000001,0.3333333333333333,0.07990230286113048,0.38888888888888884,Yes,0.1196839152714158
1021,Bhaktapur,Apartment,0.8,0.3333333333333333,0.18039078855547802,0.8333333333333333,Yes,0.3909461362775682
1022,Bhaktapur,Apartment,0.8,0.3333333333333333,0.44242847173761335,0.6666666666666666,No,0.6525922655435085
1023,Bhaktapur,Apartment,0.2,0.3333333333333333,0.08862526168876483,0.5555555555555555,Yes,0.8797115796584922
1024,Pokhara,Villa,0.2,0.0,0.0983949755757153,0.05555555555555555,Yes,0.09208473272990074
1025,Kathmandu,House,0.0,0.3333333333333333,0.39497557571528263,0.8333333333333333,Yes,0.8055092469673808
1026,Pokhara,Villa,0.8,1.0,0.3443824145150035,0.8333333333333333,No,0.27807839306465276
1027,Kathmandu,Apartment,1.0000000000000002,1.0,0.5034891835310538,0.7222222222222221,No,0.6963269794285325
1028,Kathmandu,Villa,1.0000000000000002,0.0,0.0837404047452896,0.6666666666666666,No,0.15539128398769486
1029,Pokhara,Apartment,0.2,1.0,0.19748778785764132,0.7222222222222221,Yes,0.41134111894406683
1030,Bhaktapur,Apartment,0.0,1.0,0.7836706210746684,0.16666666666666666,Yes,0.976233510282309
1031,Kathmandu,Apartment,0.2,0.3333333333333333,0.5778087927424982,0.8333333333333333,No,0.3133651091660002
1032,Bhaktapur,Apartment,0.2,1.0,0.0,0.6666666666666666,No,0.6781580309185755
1033,Lalitpur,House,1.0000000000000002,1.0,0.21842288904396373,0.33333333333333326,No,0.31934304020222326
1034,Kathmandu,Villa,1.0000000000000002,0.0,0.4452198185624564,0.05555555555555555,Yes,0.8734652150253599
1035,Bhaktapur,Villa,0.8,0.3333333333333333,0.07815771109560365,0.8888888888888888,Yes,0.27114582617976046
1036,Kathmandu,Villa,0.0,0.3333333333333333,0.5739706908583391,0.16666666666666666,Yes,0.8655141821440693
1037,Kathmandu,Villa,0.0,1.0,0.9364968597348221,1.0,No,0.38445812733296597
1038,Pokhara,Villa,1.0000000000000002,0.6666666666666667,0.3381018841591068,0.4444444444444444,No,0.1880650196010149
1039,Lalitpur,House,0.4000000000000001,0.0,0.010467550593161207,0.7777777777777777,Yes,0.10094579020235846
1040,Pokhara,Villa,0.4000000000000001,0.3333333333333333,0.49581297976273553,0.1111111111111111,Yes,0.5489081552442922
1041,Lalitpur,Apartment,0.6000000000000001,0.6666666666666667,0.8712491277041171,0.8888888888888888,Yes,1.0
1042,Lalitpur,Villa,0.0,0.3333333333333333,0.37508722958827634,0.16666666666666666,Yes,0.8266620577379623
