House_ID,Location,House_Type,Bedrooms,Bathrooms,Area_sqft,Age_Years,Parking,Price
1001,Kathmandu,Apartment,1.449686780066517,0.4757386126530807,-0.31436538000762343,-0.5269954501092707,Yes,-1.1507613567082158
1002,Kathmandu,Villa,0.36783097404672827,-1.2862562490249958,-1.397747870176283,-1.4419181065489766,Yes,-0.4988563103278662
1003,Kathmandu,Villa,-0.7140248319730604,1.356736043492119,-0.4385670048737241,0.7538962689063176,No,-1.6315372555342802
1004,Pokhara,Villa,0.36783097404672827,0.4757386126530807,-0.14835330716679593,-1.0759490439730943,Yes,0.021671414268049378
1005,Kathmandu,Apartment,0.36783097404672827,-1.2862562490249958,0.2599134201158318,0.20494267504249397,No,-1.4464733004209895
1006,Bhaktapur,Villa,-1.2549527349829548,1.356736043492119,-1.1518040585602423,1.302849862770141,No,1.4843127602207182
1007,Lalitpur,Villa,-0.7140248319730604,-1.2862562490249958,-1.31781613140107,-0.5269954501092707,No,-1.264465105668403
1008,Pokhara,Apartment,0.36783097404672827,0.4757386126530807,0.7358146955928707,0.20494267504249397,Yes,0.18988129796189224
1009,Lalitpur,Apartment,1.449686780066517,0.4757386126530807,1.986438977660438,-1.4419181065489766,Yes,1.0110317058606528
1010,Pokhara,Apartment,0.36783097404672827,1.356736043492119,-0.18893403608344267,1.302849862770141,Yes,-0.0399894804309525
1011,Kathmandu,Apartment,-1.2549527349829548,0.4757386126530807,0.47265481716370705,-0.34401091882132956,Yes,-0.6074258803749728
1012,Lalitpur,Apartment,1.449686780066517,1.356736043492119,0.44437127882786237,0.7538962689063176,Yes,-0.337493491098779
1013,Pokhara,Apartment,1.449686780066517,0.4757386126530807,1.3961738297819402,0.5709117376183763,No,0.14889100339934133
1014,Pokhara,Apartment,0.9087588770566226,1.356736043492119,-1.090318105656232,-1.6249026378369178,Yes,-0.8986142599177733
1015,Pokhara,Villa,0.36783097404672827,-1.2862562490249958,0.3902636402723334,0.38792720633043515,No,0.9858624676510507
1016,Lalitpur,Villa,-1.2549527349829548,-1.2862562490249958,1.8856020148978614,1.302849862770141,No,1.5460247011778825
1017,Lalitpur,Apartment,-0.1730969289631661,1.356736043492119,-0.752145364684176,0.7538962689063176,Yes,-0.34496146911311365
1018,Pokhara,Villa,-1.2549527349829548,0.4757386126530807,1.6704011797338256,1.1198653314821998,Yes,-0.8986245587242447
1019,Lalitpur,Apartment,0.9087588770566226,-1.2862562490249958,1.4687272542086722,0.021958143754552798,No,-1.5665399953127452
1020,Kathmandu,House,-0.1730969289631661,-0.40525881818595755,-1.2563301784970597,-0.5269954501092707,Yes,-1.2351092533701196
1021,Bhaktapur,Apartment,0.9087588770566226,-0.40525881818595755,-0.902171089769961,0.9368808001942587,Yes,-0.33660973409708267
1022,Bhaktapur,Apartment,0.9087588770566226,-0.40525881818595755,0.021347922848272218,0.38792720633043515,No,0.5300384872922358
1023,Bhaktapur,Apartment,-0.7140248319730604,-0.40525881818595755,-1.2255872020450547,0.021958143754552798,Yes,1.2823238361071985
1024,Pokhara,Villa,-0.7140248319730604,-1.2862562490249958,-1.1911550684188088,-1.6249026378369178,Yes,-1.3265257880939787
1025,Kathmandu,House,-1.2549527349829548,-0.40525881818595755,-0.1458938690506355,0.9368808001942587,Yes,1.0365440883612362
1026,Pokhara,Villa,0.9087588770566226,1.356736043492119,-0.32420313247226507,0.9368808001942587,No,-0.7104605882340359
1027,Kathmandu,Apartment,1.449686780066517,1.356736043492119,0.2365487580123079,0.5709117376183763,No,0.6749006035702954
1028,Kathmandu,Villa,1.449686780066517,-1.2862562490249958,-1.2428032688581774,0.38792720633043515,No,-1.1168360433850324
1029,Pokhara,Apartment,-0.7140248319730604,1.356736043492119,-0.8419148559240309,0.5709117376183763,Yes,-0.2690556085964463
1030,Bhaktapur,Apartment,-1.2549527349829548,1.356736043492119,1.2240131616507117,-1.2589335752610356,Yes,1.6020325959305497
1031,Kathmandu,Apartment,-0.7140248319730604,-0.40525881818595755,0.49847891738339134,0.9368808001942587,No,-0.5935807022838812
1032,Bhaktapur,Apartment,-0.7140248319730604,1.356736043492119,-1.5379358427974263,0.38792720633043515,No,0.6147197518418763
1033,Lalitpur,House,1.449686780066517,1.356736043492119,-0.7681317124392187,-0.7099799813972119,No,-0.5737800527781323
1034,Kathmandu,Villa,1.449686780066517,-1.2862562490249958,0.031185675312913847,-1.6249026378369178,Yes,1.2616340563094204
1035,Bhaktapur,Villa,0.9087588770566226,-0.40525881818595755,-1.2624787737874608,1.1198653314821998,Yes,-0.7334232698426284
1036,Kathmandu,Villa,-1.2549527349829548,-0.40525881818595755,0.4849520077445091,-1.2589335752610356,Yes,1.2352979185491915
1037,Kathmandu,Villa,-1.2549527349829548,1.356736043492119,1.762630109089841,1.4858343940580823,No,-0.3580999102673648
1038,Pokhara,Villa,1.449686780066517,0.4757386126530807,-0.34633807551770873,-0.34401091882132956,No,-1.008611110209555
1039,Lalitpur,House,-0.1730969289631661,-1.2862562490249958,-1.5010442710550203,0.7538962689063176,Yes,-1.2971753837150606
1040,Pokhara,Villa,-0.1730969289631661,-0.40525881818595755,0.20949493873454342,-1.4419181065489766,Yes,0.18660650139109022
1041,Lalitpur,Apartment,0.36783097404672827,0.4757386126530807,1.5326726452288428,1.1198653314821998,Yes,1.6807541352106863
1042,Lalitpur,Villa,-1.2549527349829548,-0.40525881818595755,-0.21598785536120715,-1.2589335752610356,Yes,1.1066083613666908
1043,Pokhara,House,-0.1730969289631661,-0.40525881818595755,0.1787519622825383,-0.7099799813972119,No,0.8671399908909075
1044,Bhaktapur,House,-1.2549527349829548,-1.2862562490249958,1.647036517630302,0.5709117376183763,No,-1.4432864168503563
1045,Kathmandu,House,-0.7140248319730604,0.4757386126530807,-0.7349292978710532,0.7538962689063176,No,1.1450879860211967
1046,Kathmandu,Apartment,-1.2549527349829548,-0.40525881818595755,1.1994187804891077,-1.6249026378369178,No,1.2532801570514498
1047,Pokhara,House,-0.7140248319730604,-1.2862562490249958,0.004131856035149362,0.20494267504249397,Yes,0.1279203199236047
1048,Pokhara,Villa,-0.7140248319730604,-1.2862562490249958,0.23285960083806728,1.302849862770141,No,1.4443553314666013
1049,Pokhara,Apartment,-0.7140248319730604,-0.40525881818595755,0.5279921747773162,-1.807887169124859,Yes,-0.00041042087111040776
1050,Bhaktapur,Villa,1.449686780066517,-0.40525881818595755,-0.20492038383848532,-0.8929645126851531,Yes,0.25178727440330007
